image_name,label
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed5\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed5\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed6\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed6\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed6\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed6\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed6\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed7\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed7\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed7\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed7\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed7\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed8\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed8\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed8\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed8\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S1\Seed8\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed1\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed1\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed1\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed1\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed1\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed10\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed10\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed10\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed10\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed10\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed2\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed2\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed2\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed2\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed2\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed3\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed3\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed3\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed3\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed3\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed4\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed4\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed4\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed4\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed4\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed5\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed5\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed5\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed5\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed5\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed6\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed6\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed6\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed6\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed6\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed7\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed7\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed7\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed7\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed7\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed8\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed8\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed8\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed8\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed8\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed9\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed9\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed9\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed9\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S2\Seed9\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed1\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed1\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed1\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed1\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed1\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed2\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed2\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed2\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed2\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed2\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed3\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed3\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed3\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed3\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed3\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed4\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed4\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed4\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed4\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed4\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed5\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed5\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed5\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed5\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed5\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed6\front.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed6\left.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed6\rear.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed6\right.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed6\top.jpg,0
C:\Users\HuiFang\Desktop\Year 3\Spring\Computer Vision\CW\PytorchCorrespondanceAndClassification\Classification\Methods\Hog_svm/../../../Data/ProcessedData/SIFT_try/Training/Bad_seeds/S3\Seed7\front.jpg,0
